arrived_date,arrived_time,responsible_dept,supplier_of_the_container,direct_container_to_warehouse_date,direct_container_to_warehouse_time,container_arrived_to_warehouse_date,container_arrived_to_warehouse_time,status_direct_container_to_warehouse,loading_bay_in_date_warehouse,loading_bay_in_time_warehouse,status_loading_bay,reason_for_warehouse_waitting,finished_goods_loading_date,finished_goods_loading_time,finished_goods_complete_date,finished_goods_complete_time,status_finished_goods_loading,reasons_for_finsihed_goods_loading_delay,documentation_process_date,documentation_process_time,status_documentation_process,departure_from_plant_date,departure_from_plant_time,reason_for_document_clearing_delays,shipment_unloading_date,shipment_unloading_time,reason_for_unloading_delays,total_Shipment_duration,total_duration_whole_process
19-02-20,9.35,Medical,LANKA FEIGHTERS,19-02-20,10.1,19-02-20,10,Yes,19-02-20,10.1,Yes,Early Arrival,20-02-20,16.3,20-02-20,17.45,No,Early Arrival,24-02-20,17.3,No,24-02-20,18.13,port opn delay,25-02-20,4.5,Vessel issue,6,139.15
19-02-20,9.35,Medical,IWS HOLDINGS,19-02-20,9.5,19-02-20,9.45,Yes,19-02-20,9.5,Yes,Carton Missing at WH,19-02-20,15,19-02-20,13.45,No,Damage Carton,19-02-20,17.3,Yes,19-02-20,18.18,EARLY BOOKING,21-02-20,20.3,Vessel issue,2,
19-02-20,10.15,Medical,LANKA FEIGHTERS,19-02-20,10.3,19-02-20,10.3,Yes,19-02-20,10.3,Yes,Carton Missing at WH,19-02-20,10.15,19-02-20,13.3,Yes,Finish Goods in IR WH,20-02-20,12,No,20-02-20,12.26,Pick slip issue,21-02-20,19.38,Vessel issue,2,
19-02-20,10.4,Medical,LANKA FEIGHTERS,19-02-20,10.45,19-02-20,11,Yes,19-02-20,10.5,Yes,Finish Goods in IR WH,19-02-20,11,19-02-20,11.3,Yes,Lunch Break,20-02-20,13.4,No,21-02-20,14.57,port opn. delay,22-02-20,20.1,Vessel FCL opening delays,3,
19-02-20,13.1,Medical,LANKA FEIGHTERS,19-02-20,13.2,19-02-20,13.3,Yes,19-02-20,13.3,Yes,Carton Missing at WH,19-02-20,18.3,19-02-20,22.3,No,Damage Carton,19-02-20,6.3,No,20-02-20,14.18,port opn. Delay,24-02-20,5.5,Vessel FCL opening delays,5,
19-02-20,12.1,Industrial,IWS HOLDINGS,19-02-20,12.2,19-02-20,12.3,Yes,19-02-20,12.3,Yes,Early Arrival,19-02-20,17.3,19-02-20,21.3,No,Early Arrival,19-02-20,18,No,21-02-20,11.1,Load qty and cusdec Issues,24-02-20,5.55,Vessel FCL opening delays,5,
19-02-20,11.09,Medical,LANKA FEIGHTERS,19-02-20,11.15,19-02-20,11.2,Yes,19-02-20,12,Yes,Carton Missing at WH,19-02-20,7.3,19-02-20,12.3,No,Early Arrival,19-02-20,13,Yes,19-02-20,13.12,Pick slip issue,23-02-20,20.4,Vessel issue,4,
19-02-20,9.2,Medical,IWS HOLDINGS,19-02-20,9.35,19-02-20,10,Yes,19-02-20,10.25,Yes,Early Arrival,19-02-20,11,19-02-20,16,No,Early Arrival,19-02-20,12.5,Yes,21-02-20,15.17,port opn delay,23-02-20,10.45,Vessel delays / omitted,4,
19-02-20,10.4,Industrial,LANKA FEIGHTERS,19-02-20,10.45,19-02-20,11,Yes,19-02-20,10.5,Yes,Carton Missing at WH,19-02-20,11,19-02-20,11.3,Yes,Lunch Break,20-02-20,14,No,21-02-20,14.57,port opn. Delay,23-02-20,20.1,Vessel FCL opening delays,4,63.33
19-02-20,13.1,Medical,LANKA FEIGHTERS,19-02-20,13.2,19-02-20,13.3,Yes,19-02-20,13.3,Yes,Early Arrival,19-02-20,18.3,19-02-20,22.3,No,Irradiation Pending,19-02-20,17,No,19-02-20,14.18,EARLY BOOKING,25-02-20,5.5,Vessel delays / omitted,6,89.08
19-02-20,12.1,Medical,IWS HOLDINGS,19-02-20,12.2,19-02-20,12.3,Yes,19-02-20,12.3,Yes,Damage Carton,19-02-20,17.3,19-02-20,21.3,No,Finish Goods in IR WH,19-02-20,8.3,Yes,21-02-20,13.18,Pick slip issue,26-02-20,6.45,Vessel FCL opening delays,7,58.02
19-02-20,14.09,Medical,LANKA FEIGHTERS,19-02-20,14.15,19-02-20,14.2,Yes,19-02-20,15,Yes,Finish Goods in IR WH,19-02-20,10.3,19-02-20,12.3,No,Early Arrival,19-02-20,12.5,No,19-02-20,13.12,EARLY BOOKING,21-02-20,20.4,Vessel issue,2,149.1
19-02-20,9.2,Medical,IWS HOLDINGS,19-02-20,9.35,19-02-20,10,Yes,19-02-20,10.25,Yes,Carton Missing at WH,19-02-20,11,19-02-20,16,No,Early Arrival,19-02-20,15.4,No,21-02-20,15.17,port opn delay,23-02-20,6.4,Vessel FCL opening delays,4,56.74
19-02-20,10.4,Medical,LANKA FEIGHTERS,19-02-20,10.45,19-02-20,11,Yes,19-02-20,10.5,Yes,Finish Goods in IR WH,19-02-20,11,19-02-20,11.3,Yes,Finish Goods in IR WH,20-02-20,13.4,Yes,21-02-20,14.57,cargo delays,22-02-20,20.1,Vessel delays / omitted,3,34.95
19-02-20,13.1,Industrial,LANKA FEIGHTERS,19-02-20,13.2,19-02-20,13.3,Yes,19-02-20,13.3,Yes,Carton Missing at WH,19-02-20,18.3,19-02-20,22.3,No,Irradiation Pending,19-02-20,6.3,No,20-02-20,14.18,port opn. Delay,23-02-20,5.5,Vessel delays / omitted,4,
19-02-20,11.1,Industrial,IWS HOLDINGS,19-02-20,12.2,19-02-20,12.3,Yes,19-02-20,12.3,Yes,Early Arrival,19-02-20,17.3,19-02-20,21.3,No,Early Arrival,19-02-20,18,No,21-02-20,11.1,cargo delays,22-02-20,5.55,Vessel FCL opening delays,3,
20-02-20,9.55,Industrial,LANKA FEIGHTERS,20-02-20,10.1,20-02-20,10.1,Yes,20-02-20,10.25,No,Early Arrival,20-02-20,2.3,22-02-20,10.1,No,Carton Missing at WH,22-02-20,18,Yes,22-02-20,11.21,EARLY BOOKING,22-02-20,17,Vessel issue,2,55.45
20-02-20,9.2,Medical,IWS HOLDINGS,20-02-20,10.1,20-02-20,10.1,Yes,20-02-20,10.25,No,Damage Carton,20-02-20,10.45,22-02-20,10.21,No,Damage Carton,22-02-20,18,Yes,22-02-20,11.37,EARLY BOOKING,23-02-20,14.22,Vessel issue,3,77.02
20-02-20,12.45,Medical,LANKA FEIGHTERS,20-02-20,13.05,20-02-20,13.05,Yes,20-02-20,13.05,Yes,Early Arrival,20-02-20,18,21-02-20,4.44,No,Carton Missing at WH,27-02-20,17,No,27-02-20,17.15,Load qty and cusdec Issues,27-02-20,21.08,Vessel FCL opening delays,7,
20-02-20,9.2,Industrial,LANKA FEIGHTERS,20-02-20,9.45,20-02-20,10,Yes,20-02-20,15,No,Early Arrival,20-02-20,15,20-02-20,16.3,Yes,Damage Carton,24-02-20,17.3,No,24-02-20,17.52,Load qty and cusdec Issues,24-02-20,23.15,Vessel FCL opening delays,4,
20-02-20,11,Medical,IWS HOLDINGS,20-02-20,11.15,20-02-20,11.3,Yes,20-02-20,13,No,Early Arrival,20-02-20,13,20-02-20,17,Yes,Damage Carton,28-02-20,17,No,28-02-20,17.43,EARLY BOOKING,28-02-20,21.4,Vessel FCL opening delays,8,
20-02-20,9.35,Industrial,LANKA FEIGHTERS,20-02-20,9.5,20-02-20,9.45,Yes,20-02-20,9.5,Yes,Carton Missing at WH,20-02-20,15,20-02-20,13.45,No,Damage Carton,20-02-20,17.3,Yes,20-02-20,18.18,EARLY BOOKING,25-02-20,20.3,Vessel issue,5,
20-02-20,10.15,Medical,IWS HOLDINGS,20-02-20,10.3,20-02-20,10.3,Yes,20-02-20,10.3,Yes,Damage Carton,20-02-20,10.15,20-02-20,13.3,Yes,Finish Goods in IR WH,20-02-20,12,No,20-02-20,12.26,Pick slip issue,27-02-20,19.38,Vessel issue,7,
20-02-20,10.4,Medical,LANKA FEIGHTERS,20-02-20,10.45,20-02-20,11,Yes,20-02-20,10.5,Yes,Finish Goods in IR WH,20-02-20,11,20-02-20,11.3,Yes,Lunch Break,20-02-20,13.4,No,21-02-20,14.57,port opn. delay,26-02-20,20.1,Vessel FCL opening delays,6,107.99
20-02-20,13.1,Medical,IWS HOLDINGS,20-02-20,13.2,20-02-20,13.3,Yes,20-02-20,13.3,Yes,Carton Missing at WH,20-02-20,18.3,20-02-20,22.3,No,Damage Carton,20-02-20,6.3,No,20-02-20,14.18,port opn. Delay,24-02-20,5.5,Vessel FCL opening delays,4,82.97
20-02-20,12.1,Industrial,LANKA FEIGHTERS,20-02-20,12.2,20-02-20,12.3,Yes,20-02-20,12.3,Yes,Early Arrival,20-02-20,17.3,20-02-20,21.3,No,Early Arrival,20-02-20,18,No,21-02-20,11.1,Load qty and cusdec Issues,24-02-20,5.55,Vessel FCL opening delays,4,101.09
20-02-20,11.09,Medical,IWS HOLDINGS,20-02-20,11.15,20-02-20,11.2,Yes,20-02-20,12,Yes,Carton Missing at WH,20-02-20,7.3,20-02-20,12.3,No,Early Arrival,20-02-20,13,Yes,20-02-20,13.12,Pick slip issue,28-02-20,20.4,Vessel issue,8,
20-02-20,9.2,Industrial,LANKA FEIGHTERS,20-02-20,9.35,20-02-20,10,Yes,20-02-20,10.25,Yes,Early Arrival,20-02-20,11,20-02-20,16,No,Early Arrival,20-02-20,12.5,Yes,21-02-20,15.17,port opn delay,26-02-20,10.45,Vessel FCL opening delays,6,
20-02-20,10.4,Industrial,IWS HOLDINGS,20-02-20,10.45,20-02-20,11,Yes,20-02-20,10.5,Yes,Carton Missing at WH,20-02-20,11,20-02-20,11.3,Yes,Lunch Break,20-02-20,14,No,21-02-20,14.57,port opn. Delay,26-02-20,20.1,Vessel FCL opening delays,6,
20-02-20,13.1,Industrial,LANKA FEIGHTERS,20-02-20,13.2,20-02-20,13.3,Yes,20-02-20,13.3,Yes,Early Arrival,20-02-20,18.3,20-02-20,22.3,No,Irradiation Pending,20-02-20,17,No,20-02-20,14.18,EARLY BOOKING,27-02-20,5.5,Vessel delays / omitted,7,
20-02-20,12.1,Medical,IWS HOLDINGS,20-02-20,12.2,20-02-20,12.3,Yes,20-02-20,12.3,Yes,Damage Carton,20-02-20,17.3,20-02-20,21.3,No,Finish Goods in IR WH,20-02-20,8.3,Yes,21-02-20,13.18,Pick slip issue,25-02-20,6.45,Vessel FCL opening delays,5,
20-02-20,14.09,Medical,IWS HOLDINGS,20-02-20,14.15,20-02-20,14.2,Yes,20-02-20,15,Yes,Finish Goods in IR WH,20-02-20,10.3,20-02-20,12.3,No,Early Arrival,20-02-20,12.5,No,20-02-20,13.12,EARLY BOOKING,27-02-20,20.4,Vessel issue,7,
20-02-20,9.2,Medical,IWS HOLDINGS,20-02-20,9.35,20-02-20,10,Yes,20-02-20,10.25,Yes,Carton Missing at WH,20-02-20,11,20-02-20,16,No,Early Arrival,20-02-20,15.4,No,21-02-20,15.17,port opn delay,26-02-20,6.4,Vessel FCL opening delays,6,
20-02-20,10.4,Medical,LANKA FEIGHTERS,20-02-20,10.45,20-02-20,11,Yes,20-02-20,10.5,Yes,Finish Goods in IR WH,20-02-20,11,20-02-20,11.3,Yes,Finish Goods in IR WH,20-02-20,13.4,Yes,21-02-20,14.57,cargo delays,27-02-20,20.1,Vessel FCL opening delays,7,
20-02-20,13.1,Medical,IWS HOLDINGS,20-02-20,13.2,20-02-20,13.3,Yes,20-02-20,13.3,Yes,Carton Missing at WH,20-02-20,18.3,20-02-20,22.3,No,Irradiation Pending,20-02-20,6.3,No,20-02-20,14.18,port opn. Delay,28-02-20,5.5,Vessel delays / omitted,8,
20-02-20,11.1,Medical,IWS HOLDINGS,20-02-20,12.2,20-02-20,12.3,Yes,20-02-20,12.3,Yes,Early Arrival,20-02-20,17.3,20-02-20,21.3,No,Early Arrival,20-02-20,18,No,21-02-20,11.1,Order Number Variance,29-02-20,5.55,Vessel FCL opening delays,9,
21-02-20,9.5,Medical,LANKA FEIGHTERS,21-02-20,9.5,21-02-20,9.5,Yes,21-02-20,10.1,Yes,Finish Goods in IR WH,21-02-20,15.3,21-02-20,16.3,No,Early Arrival,25-02-20,15.3,No,25-02-20,15.48,EARLY BOOKING,25-02-20,21.49,Vessel FCL opening delays,4,107.99
21-02-20,9.35,Industrial,LANKA FEIGHTERS,21-02-20,9.35,21-02-20,9.35,Yes,21-02-20,10.2,Yes,Early Arrival,21-02-20,10.45,22-02-20,10.2,No,Irradiation Pending,24-02-20,17.3,No,24-02-20,18.15,cargo ready delay,24-02-20,20.32,Vessel issue,3,82.97
21-02-20,15.3,Industrial,LANKA FEIGHTERS,21-02-20,15.3,21-02-20,15.4,Yes,21-02-20,18.3,No,Finish Goods in IR WH,22-02-20,19,22-02-20,22.3,No,Early Arrival,25-02-20,18,No,25-02-20,18.25,Early Booking,25-02-20,20.39,Vessel issue,4,101.09
21-02-20,9.36,Medical,LANKA FEIGHTERS,21-02-20,9.5,21-02-20,10,Yes,21-02-20,10.15,Yes,Finish Goods in IR WH,21-02-20,10.3,22-02-20,11,No,Finish Goods in IR WH,25-02-20,18,No,25-02-20,18.16,cargo delays,25-02-20,20.37,Vessel issue,4,107.01
21-02-20,11,Medical,IWS HOLDINGS,21-02-20,11.15,21-02-20,11.3,Yes,21-02-20,13,No,Early Arrival,21-02-20,13,21-02-20,17,Yes,Damage Carton,28-02-20,17,No,28-02-20,17.43,EARLY BOOKING,28-02-20,21.4,Vessel FCL opening delays,7,176.63
21-02-20,9.35,Industrial,IWS HOLDINGS,21-02-20,9.5,21-02-20,9.45,Yes,21-02-20,9.5,Yes,Carton Missing at WH,21-02-20,15,21-02-20,13.45,No,Damage Carton,21-02-20,17.3,Yes,21-02-20,18.18,EARLY BOOKING,25-02-20,20.3,Vessel issue,4,110.95
21-02-20,10.15,Industrial,LANKA FEIGHTERS,21-02-20,10.3,21-02-20,10.3,Yes,21-02-20,10.3,Yes,Damage Carton,21-02-20,10.15,21-02-20,13.3,Yes,Finish Goods in IR WH,21-02-20,12,No,21-02-20,12.26,Pick slip issue,27-02-20,19.38,Vessel issue,6,202.4
21-02-20,10.4,Medical,IWS HOLDINGS,21-02-20,10.45,21-02-20,11,Yes,21-02-20,10.5,Yes,Finish Goods in IR WH,21-02-20,11,21-02-20,11.3,Yes,Lunch Break,21-02-20,13.4,No,21-02-20,14.57,port opn. delay,26-02-20,20.1,Vessel FCL opening delays,5,
21-02-20,13.1,Medical,IWS HOLDINGS,21-02-20,13.2,21-02-20,13.3,Yes,21-02-20,13.3,Yes,Carton Missing at WH,21-02-20,18.3,21-02-20,22.3,No,Damage Carton,21-02-20,6.3,No,21-02-20,14.18,port opn. Delay,24-02-20,5.5,Vessel FCL opening delays,3,
21-02-20,12.1,Medical,LANKA FEIGHTERS,21-02-20,12.2,21-02-20,12.3,Yes,21-02-20,12.3,Yes,Early Arrival,21-02-20,17.3,21-02-20,21.3,No,Early Arrival,21-02-20,18,No,21-02-20,11.1,Load qty and cusdec Issues,24-02-20,5.55,Vessel FCL opening delays,3,
21-02-20,11.09,Industrial,LANKA FEIGHTERS,21-02-20,11.15,21-02-20,11.2,Yes,21-02-20,12,Yes,Carton Missing at WH,21-02-20,7.3,21-02-20,12.3,No,Early Arrival,21-02-20,13,Yes,21-02-20,13.12,Pick slip issue,28-02-20,20.4,Vessel issue,7,
21-02-20,9.2,Industrial,LANKA FEIGHTERS,21-02-20,9.35,21-02-20,10,Yes,21-02-20,10.25,Yes,Early Arrival,21-02-20,11,21-02-20,16,No,Early Arrival,21-02-20,12.5,Yes,21-02-20,15.17,port opn delay,26-02-20,10.45,Vessel FCL opening delays,5,
21-02-20,10.4,Medical,LANKA FEIGHTERS,21-02-20,10.45,21-02-20,11,Yes,21-02-20,10.5,Yes,Carton Missing at WH,21-02-20,11,21-02-20,11.3,Yes,Lunch Break,21-02-20,14,No,21-02-20,14.57,port opn. Delay,26-02-20,20.1,Vessel FCL opening delays,5,
21-02-20,13.1,Industrial,IWS HOLDINGS,21-02-20,13.2,21-02-20,13.3,Yes,21-02-20,13.3,Yes,Early Arrival,21-02-20,18.3,21-02-20,22.3,No,Irradiation Pending,21-02-20,17,No,21-02-20,14.18,EARLY BOOKING,27-02-20,5.5,Vessel FCL opening delays,6,
21-02-20,12.1,Medical,LANKA FEIGHTERS,21-02-20,12.2,21-02-20,12.3,Yes,21-02-20,12.3,Yes,Damage Carton,21-02-20,17.3,21-02-20,21.3,No,Finish Goods in IR WH,21-02-20,8.3,Yes,21-02-20,13.18,Pick slip issue,25-02-20,6.45,Vessel FCL opening delays,4,
21-02-20,14.09,Medical,LANKA FEIGHTERS,21-02-20,14.15,21-02-20,14.2,Yes,21-02-20,15,Yes,Finish Goods in IR WH,21-02-20,10.3,21-02-20,12.3,No,Early Arrival,21-02-20,12.5,No,21-02-20,13.12,EARLY BOOKING,27-02-20,20.4,Vessel issue,6,
21-02-20,9.2,Industrial,LANKA FEIGHTERS,21-02-20,9.35,21-02-20,10,Yes,21-02-20,10.25,Yes,Carton Missing at WH,21-02-20,11,21-02-20,16,No,Early Arrival,21-02-20,15.4,No,21-02-20,15.17,port opn delay,26-02-20,6.4,Vessel FCL opening delays,5,
21-02-20,10.4,Industrial,LANKA FEIGHTERS,21-02-20,10.45,21-02-20,11,Yes,21-02-20,10.5,Yes,Finish Goods in IR WH,21-02-20,11,21-02-20,11.3,Yes,Finish Goods in IR WH,21-02-20,13.4,Yes,21-02-20,14.57,cargo delays,27-02-20,20.1,Vessel FCL opening delays,6,
21-02-20,13.1,Industrial,IWS HOLDINGS,21-02-20,13.2,21-02-20,13.3,Yes,21-02-20,13.3,Yes,Carton Missing at WH,21-02-20,18.3,21-02-20,22.3,No,Irradiation Pending,21-02-20,6.3,No,21-02-20,14.18,port opn. Delay,28-02-20,5.5,Vessel FCL opening delays,7,
21-02-20,11.1,Medical,LANKA FEIGHTERS,21-02-20,12.2,21-02-20,12.3,Yes,21-02-20,12.3,Yes,Early Arrival,21-02-20,17.3,21-02-20,21.3,No,Early Arrival,21-02-20,18,No,21-02-20,11.1,cargo delays,29-02-20,5.55,Vessel FCL opening delays,8,
22-02-20,9.37,Medical,LANKA FEIGHTERS,22-02-20,10,22-02-20,11.3,No,22-02-20,11.45,No,Early Arrival,22-02-20,13.3,22-02-20,15.3,Yes,Early Arrival,27-02-20,17,No,27-02-20,17.05,Early booknig,27-02-20,20.55,Vessel FCL opening delays,5,131.18
22-02-20,10.2,Medical,LANKA FEIGHTERS,22-02-20,10.1,22-02-20,10.3,Yes,22-02-20,10.25,Yes,Early Arrival,24-02-20,10.3,24-02-20,11.3,No,container canot open due to fumigation issue,25-02-20,18,No,25-02-20,18.21,Pick slip issue,25-02-20,20.36,Vessel FCL opening delays,3,82.16
22-02-20,9.39,Medical,LANKA FEIGHTERS,22-02-20,9.5,22-02-20,10,Yes,22-02-20,11.3,No,Early Arrival,22-02-20,12,24-02-20,22.3,No,Irradiation Pending,27-02-20,18,No,27-02-20,18.23,cargo delay,28-02-20,4.43,Vessel delays / omitted,6,
22-02-20,16.3,Medical,IWS HOLDINGS,22-02-20,16.3,22-02-20,16.45,Yes,22-02-20,17.45,No,Early Arrival,22-02-20,18,22-02-20,21,Yes,Early Arrival,25-02-20,19.3,No,25-02-20,19.49,port opn delay,25-02-20,22.55,Vessel delays / omitted,3,
22-02-20,19.45,Industrial,LANKA FEIGHTERS,22-02-20,19.5,22-02-20,20,Yes,23-02-20,7,No,Finish Goods in IR WH,23-02-20,20,25-02-20,22,No,Finish Goods in IR WH,26-02-20,17.3,No,26-02-20,17.43,Load qty and cusdec Issues,27-02-20,6.02,Vessel issue,5,
22-02-20,9.45,Industrial,IWS HOLDINGS,22-02-20,10.1,22-02-20,10.1,Yes,22-02-20,10.15,Yes,Early Arrival,22-02-20,10.3,22-02-20,13,Yes,Early Arrival,24-02-20,17.3,No,24-02-20,17.27,Load qty and cusdec Issues,24-02-20,20.1,Vessel issue,2,
22-02-20,10.15,Medical,LANKA FEIGHTERS,22-02-20,10.3,22-02-20,10.3,Yes,22-02-20,10.3,Yes,Damage Carton,22-02-20,10.15,22-02-20,13.3,Yes,Finish Goods in IR WH,22-02-20,12,No,22-02-20,12.26,Pick slip issue,29-02-20,19.38,Vessel issue,7,
22-02-20,10.4,Medical,LANKA FEIGHTERS,22-02-20,10.45,22-02-20,11,Yes,22-02-20,10.5,Yes,Finish Goods in IR WH,22-02-20,11,22-02-20,11.3,Yes,Lunch Break,22-02-20,13.4,No,22-02-20,14.57,port opn. delay,26-02-20,20.1,Vessel FCL opening delays,4,
22-02-20,13.1,Medical,LANKA FEIGHTERS,22-02-20,13.2,22-02-20,13.3,Yes,22-02-20,13.3,Yes,Carton Missing at WH,22-02-20,18.3,22-02-20,22.3,No,Damage Carton,22-02-20,6.3,No,22-02-20,14.18,port opn. Delay,24-02-20,5.5,Vessel FCL opening delays,2,
22-02-20,12.1,Industrial,IWS HOLDINGS,22-02-20,12.2,22-02-20,12.3,Yes,22-02-20,12.3,Yes,Early Arrival,22-02-20,17.3,22-02-20,21.3,No,Early Arrival,22-02-20,18,No,22-02-20,11.1,Load qty and cusdec Issues,24-02-20,5.55,Vessel FCL opening delays,2,
22-02-20,11.09,Industrial,IWS HOLDINGS,22-02-20,11.15,22-02-20,11.2,Yes,22-02-20,12,Yes,Carton Missing at WH,22-02-20,7.3,22-02-20,12.3,No,Early Arrival,22-02-20,13,Yes,22-02-20,13.12,Pick slip issue,29-02-20,20.4,Vessel issue,7,
22-02-20,9.2,Industrial,LANKA FEIGHTERS,22-02-20,9.35,22-02-20,10,Yes,22-02-20,10.25,Yes,Early Arrival,22-02-20,11,22-02-20,16,No,Early Arrival,22-02-20,12.5,Yes,22-02-20,15.17,port opn delay,26-02-20,10.45,Vessel FCL opening delays,4,
22-02-20,10.4,Medical,LANKA FEIGHTERS,22-02-20,10.45,22-02-20,11,Yes,22-02-20,10.5,Yes,Carton Missing at WH,22-02-20,11,22-02-20,11.3,Yes,Lunch Break,22-02-20,14,No,22-02-20,14.57,port opn. Delay,26-02-20,20.1,Vessel FCL opening delays,4,
22-02-20,13.1,Medical,IWS HOLDINGS,22-02-20,13.2,22-02-20,13.3,Yes,22-02-20,13.3,Yes,Early Arrival,22-02-20,18.3,22-02-20,22.3,No,Irradiation Pending,22-02-20,17,No,22-02-20,14.18,Order Number Variance,27-02-20,5.5,Vessel FCL opening delays,5,
22-02-20,12.1,Industrial,LANKA FEIGHTERS,22-02-20,12.2,22-02-20,12.3,Yes,22-02-20,12.3,Yes,Damage Carton,22-02-20,17.3,22-02-20,21.3,No,Finish Goods in IR WH,22-02-20,8.3,Yes,22-02-20,13.18,Pick slip issue,25-02-20,6.45,Vessel FCL opening delays,3,
22-02-20,14.09,Industrial,LANKA FEIGHTERS,22-02-20,14.16,22-02-20,14.2,Yes,22-02-20,15,Yes,Finish Goods in IR WH,22-02-20,10.3,22-02-20,12.3,No,Early Arrival,22-02-20,12.5,No,22-02-20,13.12,EARLY BOOKING,29-02-20,20.4,Vessel issue,7,
22-02-20,9.2,Industrial,IWS HOLDINGS,22-02-20,9.35,22-02-20,10,Yes,22-02-20,10.25,Yes,Carton Missing at WH,22-02-20,11,22-02-20,16,No,Early Arrival,22-02-20,15.4,No,22-02-20,15.17,port opn delay,29-02-20,6.4,Vessel delays / omitted,7,
22-02-20,10.4,Medical,LANKA FEIGHTERS,22-02-20,10.45,22-02-20,11,Yes,22-02-20,10.5,Yes,Finish Goods in IR WH,22-02-20,11,22-02-20,11.3,Yes,Finish Goods in IR WH,22-02-20,13.4,Yes,22-02-20,14.57,cargo delays,27-02-20,20.1,Vessel delays / omitted,5,
22-02-20,13.1,Medical,LANKA FEIGHTERS,22-02-20,13.2,22-02-20,13.3,Yes,22-02-20,13.3,Yes,Carton Missing at WH,22-02-20,18.3,22-02-20,22.3,No,Irradiation Pending,22-02-20,6.3,No,22-02-20,14.18,port opn. Delay,28-02-20,5.5,Vessel FCL opening delays,6,
22-02-20,11.1,Industrial,LANKA FEIGHTERS,22-02-20,12.26,22-02-20,12.3,Yes,22-02-20,12.3,Yes,Early Arrival,22-02-20,17.3,22-02-20,21.3,No,Early Arrival,22-02-20,18,No,22-02-20,11.1,cargo delays,29-02-20,5.55,Vessel FCL opening delays,7,
23-02-20,9.37,Industrial,IWS HOLDINGS,23-02-20,10.2,23-02-20,11.3,No,23-02-20,11.45,No,Early Arrival,23-02-20,13.3,23-02-20,15.3,Yes,Early Arrival,27-02-20,17,No,27-02-20,17.05,Early booknig,29-02-20,20.55,Vessel FCL opening delays,6,
23-02-20,10.2,Medical,LANKA FEIGHTERS,23-02-20,10.1,23-02-20,10.3,Yes,23-02-20,10.25,Yes,Early Arrival,24-02-20,10.3,24-02-20,11.3,No,container canot open due to fumigation issue,25-02-20,18,No,25-02-20,18.21,Pick slip issue,13-03-20,20.36,Vessel FCL opening delays,7,
23-02-20,9.39,Medical,LANKA FEIGHTERS,23-02-20,9.5,23-02-20,10,Yes,23-02-20,11.3,No,Early Arrival,23-02-20,12,24-02-20,22.3,No,Irradiation Pending,27-02-20,18,No,27-02-20,18.23,cargo delay,28-02-20,4.43,Vessel FCL opening delays,5,
23-02-20,16.3,Medical,LANKA FEIGHTERS,23-02-20,16.3,23-02-20,16.45,Yes,23-02-20,17.45,No,Early Arrival,23-02-20,18,23-02-20,21,Yes,Early Arrival,25-02-20,19.3,No,25-02-20,19.49,port opn delay,25-02-20,22.55,Vessel FCL opening delays,2,
23-02-20,19.45,Industrial,IWS HOLDINGS,23-02-20,19.5,23-02-20,20,Yes,23-02-20,7,No,Finish Goods in IR WH,23-02-20,20,25-02-20,22,No,Finish Goods in IR WH,26-02-20,17.3,No,26-02-20,17.43,Load qty and cusdec Issues,27-02-20,6.02,Vessel issue,4,
23-02-20,9.45,Medical,LANKA FEIGHTERS,23-02-20,10.1,23-02-20,10.1,Yes,23-02-20,10.15,Yes,Early Arrival,23-02-20,10.3,23-02-20,13,Yes,Early Arrival,24-02-20,17.3,No,24-02-20,17.27,Load qty and cusdec Issues,13-03-20,20.1,Vessel issue,7,
23-02-20,10.15,Medical,LANKA FEIGHTERS,23-02-20,10.3,23-02-20,10.3,Yes,23-02-20,10.3,Yes,Damage Carton,23-02-20,10.15,23-02-20,13.3,Yes,Finish Goods in IR WH,23-02-20,12,No,23-02-20,12.26,Pick slip issue,29-02-20,19.38,Vessel issue,6,
23-02-20,10.4,Industrial,LANKA FEIGHTERS,23-02-20,10.45,23-02-20,11,Yes,23-02-20,10.5,Yes,Finish Goods in IR WH,23-02-20,11,23-02-20,11.3,Yes,Lunch Break,23-02-20,13.4,No,23-02-20,14.57,port opn. delay,13-03-20,20.1,Vessel FCL opening delays,7,
23-02-20,13.1,Medical,IWS HOLDINGS,23-02-20,13.2,23-02-20,13.3,Yes,23-02-20,13.3,Yes,Carton Missing at WH,23-02-20,18.3,23-02-20,22.3,No,Damage Carton,23-02-20,6.3,No,23-02-20,14.18,port opn. Delay,24-02-20,5.5,Vessel FCL opening delays,1,
23-02-20,12.1,Medical,LANKA FEIGHTERS,23-02-20,12.2,23-02-20,12.3,Yes,23-02-20,12.3,Yes,Early Arrival,23-02-20,17.3,23-02-20,21.3,No,Early Arrival,23-02-20,18,No,23-02-20,11.1,Load qty and cusdec Issues,13-03-20,5.55,Vessel FCL opening delays,7,
23-02-20,11.09,Medical,IWS HOLDINGS,23-02-20,11.15,23-02-20,11.2,Yes,23-02-20,12,Yes,Carton Missing at WH,23-02-20,7.3,23-02-20,12.3,No,Early Arrival,23-02-20,13,Yes,23-02-20,13.12,Pick slip issue,29-02-20,20.4,Vessel issue,6,
